,steel_design_description,YieldStrength,TensileStrength,TotalElongation
43359,03CSK 650150,44.2,55.1,31.17
44333,03CSK 650150,40.4,54.4,36.34
45345,03CSK 650150,43.8,56.7,33.91
45352,03CSK 650150,42.9,56.9,27.4
46249,03CSK 650150,38.3,53.3,36.42
46260,03CSK 650150,45.5,56.4,34.89
46269,03CSK 650150,45.3,57.3,34.7
49045,03CSK 650150,40.9,55.8,33.91
49071,03CSK 650150,38.1,53.1,34.91
49152,03CSK 650150,40.8,55.5,35.37
49249,03CSK 650150,40.7,54.9,37.33
49254,03CSK 650150,40.6,54.6,36.18
49269,03CSK 650150,38.2,53.5,37.75
49503,03CSK 650150,38.5,55.4,34.95
50410,03CSK 650150,42.0,55.4,40.02
50420,03CSK 650150,40.9,55.0,35.9
50948,03CSK 650150,40.2,55.7,37.02
50952,03CSK 650150,42.5,59.3,35.19
50971,03CSK 650150,40.7,56.1,34.26
51037,03CSK 650150,44.5,56.7,31.93
52953,03CSK 650150,41.9,54.8,33.34
53433,03CSK 650150,43.3,56.4,30.64
54304,03CSK 650150,42.4,55.8,40.3
54381,03CSK 650150,44.5,55.8,31.09
54418,03CSK 650150,40.7,55.0,37.13
54685,03CSK 650150,45.4,59.9,31.79
55549,03CSK 650150,40.0,52.7,39.01
